Title,Number of Reviews,Rating,Bought Last Month,Price After Discount,MRP,Image URL,Product ID,5 Star Percentage,4 Star Percentage,3 Star Percentage,2 Star Percentage,1 Star Percentage,Bought Last Month (Numeric)
"OIVO INDIA Multcolor Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (Compatible for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2)",177,4.7,200+ bought in past month,549.0,999.0,https://m.media-amazon.com/images/I/61Q0KHFcqVL._AC_UY218_.jpg,177,81%,15%,4%,0%,0%,200
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,178,56%,20%,8%,4%,12%,1000
FLOMBIFY® EB1 EVA Box Case Holder for PS5 and Xbox Series X/S Controllers - Hard Protective Carrying Cover Pouch and Storage Organizer (Black White),0,,,489.0,999.0,https://m.media-amazon.com/images/I/81x3Mue3ecL._AC_UY218_.jpg,179,null,null,null,null,null,0
Cosmic Byte Charging Dock Compatible with PS5 Standard and Elite Controller,7,4.2,50+ bought in past month,499.0,49900.0,https://m.media-amazon.com/images/I/41WQr7qCyRL._AC_UY218_.jpg,180,82%,0%,0%,0%,18%,50
"Amazon Basics Wireless Laser Controller for Presentation, with USB Receiver and Battery Indicator (Battery Not Included)",793,3.8,300+ bought in past month,499.0,1199.0,https://m.media-amazon.com/images/I/613EUZvzLeL._AC_UY218_.jpg,181,52%,18%,8%,4%,18%,300
Crompton Automatic Pump Controller AB-15 for Water Pumps,65,3.7,200+ bought in past month,1449.0,2500.0,https://m.media-amazon.com/images/I/41tsb9b3WDL._AC_UY218_.jpg,182,61%,5%,6%,6%,22%,200
"FITVERT 8 Pcs Black Silicone FPS Thumb Grip Set Joystick Thumbstick Cap for Sony PS Series 2,3,4,5, Xbox Series S X Controller Grip Multi Player 4 Pairs/8 Pcs Controller Joystick Caps",25,4.8,50+ bought in past month,198.0,700.0,https://m.media-amazon.com/images/I/51mYIAlwrgL._AC_UY218_.jpg,183,79%,21%,0%,0%,0%,50
Electronic Spices 12V DC Mini LED Strip RGB Remote Controller 24-Key RF Wireless Remote For RGB LED Light Strip,275,3.9,100+ bought in past month,149.0,399.0,https://m.media-amazon.com/images/I/61NLb5KdDGL._AC_UY218_.jpg,184,52%,20%,11%,4%,13%,100
"New World Replacement Joystick Analog Caps for PS5 Controllers, Thumbsticks Cover Thumb Grip Stick",95,4.0,100+ bought in past month,295.0,147.5,https://m.media-amazon.com/images/I/414GZEYk1hS._AC_UY218_.jpg,185,54%,19%,11%,4%,12%,100
"ZORBES® Game Controller Silicone Cover for PS5 Game Controller 30th Anniversary Customized Protective Cover for Controller, with 2 Thumb Grip Caps & Touchpad Sticker",153,4.4,100+ bought in past month,898.0,1349.0,https://m.media-amazon.com/images/I/61xq-6Za1VL._AC_UY218_.jpg,186,67%,24%,4%,1%,4%,100
Imagine Technologies Fully Automatic Water Level Controller and 4 Level Indicator With 5 Nos Sensor,57,4.0,100+ bought in past month,898.0,2100.0,https://m.media-amazon.com/images/I/71oxLKFaruL._AC_UY218_.jpg,187,58%,21%,2%,8%,11%,100
TMG Printing Camouflage Fancy Theme Silicone Protective Skin Case Cover for PS4 Controller Anti Slip Cover with 2 PC with Matching Thumb ...,1,5.0,,399.0,999.0,https://m.media-amazon.com/images/I/81Oe1xPnoYL._AC_UY218_.jpg,188,100%,0%,0%,0%,0%,0
TMG Silicone PS4 Cover Controller Cover Skin Protector Case for PS4/PS4 Slim/PS4 Pro Controller- Splash Graffiti,6,3.0,,449.0,999.0,https://m.media-amazon.com/images/I/81TT3r0X1CL._AC_UY218_.jpg,189,29%,30%,0%,0%,41%,0
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",0,3.8,,398.0,999.0,,190,55%,13%,10%,6%,16%,0
ADOFYS Dual Controller Hard Carry Case Compatible for PS5/PS4/XBOX/i Pega Waterproof Travel Carry Case,103,4.4,100+ bought in past month,949.0,4499.0,https://m.media-amazon.com/images/I/61MTq+dUH+L._AC_UY218_.jpg,191,71%,17%,5%,1%,6%,100
"Gen game S5 Bluetooth Mobile Gamepad Controller for Android Phones, Android TV, Fire TV & Windows PC",10,3.5,,1749.0,4999.0,https://m.media-amazon.com/images/I/516dkpZHnpL._AC_UY218_.jpg,192,42%,11%,26%,0%,21%,0
"Imagine Technologies Semi Automatic ,Manually Start and Auto Stop Water Level Controller (White,IT81WLC)",213,4.1,50+ bought in past month,779.0,1399.0,https://m.media-amazon.com/images/I/61ZN0681KvL._AC_UY218_.jpg,193,59%,17%,11%,3%,10%,50
yantralay Polyester Dual Controller Hard Carry Case Compatible With Ps5/Ps4/Xbox/Ipega Controllers - 3 Layer Protection Travel Carry Case - Grey,210,4.6,100+ bought in past month,905.0,1599.0,https://m.media-amazon.com/images/I/61T2-GygELL._AC_UY218_.jpg,194,70%,23%,4%,1%,2%,100
"PowerA Twin Charging Station for PS5 DualSense and DualSense Edge Wireless Controllers, AC Adaptor Included, with LED Indicator, Vertical Dual Controller Fast Charging Dock (Officially Licensed)",24,4.6,100+ bought in past month,1799.0,2999.0,https://m.media-amazon.com/images/I/61TezEHI9dL._AC_UY218_.jpg,195,72%,22%,6%,0%,0%,100
Blackt Electrotech (BT-T1): 230V AC 50 to +110℃ LED Digital Temperature Controller with Thermocouple Sensor,159,3.8,100+ bought in past month,299.0,900.0,https://m.media-amazon.com/images/I/61WDk4Bhs8L._AC_UY218_.jpg,196,null,null,null,null,null,100
OIVO INDIA Dual Controller Remote Hard Carry Cover Compatible for PS5/PS4/XBOX Water-Resistant Travel Carry Case,12,4.9,50+ bought in past month,899.0,1999.0,https://m.media-amazon.com/images/I/61ZwJnUbgEL._AC_UY218_.jpg,197,null,null,null,null,null,50
"(Refurbished) Ant Esports GP310 Wireless Gamepad, Compatible for PC & Laptop (Windows 10/8 /7, Steam) / PS3 / Android",6,4.6,,,,https://m.media-amazon.com/images/I/51PCS29jscL._AC_UY218_.jpg,198,null,null,null,null,null,0
POPIO Bluetooth Remote Controller Shutter Button for Selfie Stick Compatible with All Devices (Android & iOS Phones Only),3961,4.3,300+ bought in past month,251.0,599.0,https://m.media-amazon.com/images/I/61wPF6q-8RL._AC_UY218_.jpg,199,null,null,null,null,null,300
"Careflection Thumbstick Cap Raised Thumb Grip for Sony PlayStation Series 2,3,4,5, Xbox Series S X Joystick Controller Gamepad Silicone Cover (8 Pcs) Multi Player FPS, Racing etc - 2 Years Warranty",542,4.1,,210.0,999.0,https://m.media-amazon.com/images/I/51hcem+FbAL._AC_UY218_.jpg,200,null,null,null,null,null,0
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,201,null,null,null,null,null,1000
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,202,61%,18%,6%,4%,11%,400
PSS PS5 Controller Thumb Grip Cap Non-Slip Rocker Cap Joystick Button Protective Thumb Grips Compatible for PS5 PS4 Xbox Series X Switch Pro Controller Accessories - 4 PC,0,,,299.0,990.0,https://m.media-amazon.com/images/I/61b2YO08jTL._AC_UY218_.jpg,203,null,null,null,null,null,0
"Skypearll Solar Charge Controller 10A, Solar Charge Controller 12V/24V Intelligent Battery Regulator for Lead Acid & Lithium Battery with LCD Display and 3A USB Port (10A Blue )",17,3.7,50+ bought in past month,499.0,,https://m.media-amazon.com/images/I/61RliXJNraL._AC_UY218_.jpg,204,null,null,null,null,null,50
"NiTHO Vertical Charging Dock for PS5 and PS5 Edge Wireless Controllers, Dual Slot Fast Charging Station with USB-C Cable, Secure Click-in Design, Compatible with PlayStation 5, White",67,4.2,50+ bought in past month,799.0,1699.0,https://m.media-amazon.com/images/I/71Kdrhwv1KL._AC_UY218_.jpg,205,61%,20%,7%,3%,9%,50
"Tobo Wireless Mobile Gaming Controller compatible with ioS, Android, iPad, Tablet, PC, Phone Controller for iPhone 14/13/12/11, Galaxy S22/21, Android Phones, COD Mobile, Genshin Immpact, Cloud Gaming",0,,,1799.0,2999.0,https://m.media-amazon.com/images/I/6138NPvUCYL._AC_UY218_.jpg,206,null,null,null,null,null,0
New World Mobile Phone Clip Holder for PS5 Controller Foldable Mobile Phone Stand Mount Clamp Bracket with Adjustable Stand for PlayStation 5 Wireless Controller (PS5 Controller Not Included),151,3.8,50+ bought in past month,556.0,599.0,https://m.media-amazon.com/images/I/51gZd+Y2MZL._AC_UY218_.jpg,207,53%,18%,4%,11%,14%,50
ADOFYS Dual Controller Hard Carry Case Compatible for PS5/PS4/XBOX/i Pega Waterproof Travel Carry Case,103,4.4,100+ bought in past month,949.0,4499.0,https://m.media-amazon.com/images/I/61MTq+dUH+L._AC_UY218_.jpg,208,71%,17%,5%,1%,6%,100
"Thumb Grips for PlayStation, Enhanced Grip and Control, Compatible with PS5 Controller, PS 5c Console, PS5 Remote Controller, PS4 Accessories, Xbox One/360 Game Controller, Black",0,,,799.0,13316.67,https://m.media-amazon.com/images/I/71dFb0jQLPL._AC_UY218_.jpg,209,null,null,null,null,null,0
Cute Critters 6 Pairs/12 PCS Controller Joystick Replacement Silicone Luminous Thumb Stick Grips Caps Cover Compatible with PS5 PS4 PS3 Xbox One/360 Game Controller,812,3.9,300+ bought in past month,258.0,999.0,https://m.media-amazon.com/images/I/71KmoxhD5pL._AC_UY218_.jpg,210,47%,24%,14%,5%,10%,300
TMG Silicone PS4 Cover Controller Cover Skin Protector Case for PS4/PS4 Slim/PS4 Pro Controller- Blue,6,3.0,,449.0,999.0,https://m.media-amazon.com/images/I/710Y-SH+BXL._AC_UY218_.jpg,211,29%,30%,0%,0%,41%,0
GET IN THE GAME PS4 and PS5 Controller THUMBGRIPS Antic Pattern (COD Modern Warfare),2,3.9,,999.0,1999.0,https://m.media-amazon.com/images/I/61IxHqcQgpL._AC_UY218_.jpg,212,45%,0%,55%,0%,0%,0
"RIVERSOFT SF-15 PRO shower and tap filter for hard water with 15 stage | Water Softener for Bathroom | Hard Water Filter (Chrome, Pack of 1)",0,3.9,,1457.0,4999.0,,213,50%,23%,11%,5%,11%,0
"Brainwavz Game Controller Holder Wall Mount Stand for Xbox, PS5, Series X, ONE, PS4, PS3, Switch, Nintendo, PC & More, Fits Latest & Retro Gamepads, Stick On, UGC1",12,4.1,,499.0,799.0,https://m.media-amazon.com/images/I/61AXvwUMwZL._AC_UY218_.jpg,214,61%,11%,16%,0%,12%,0
"Brainwavz Dual Game Controller & Storage Desktop Holder, Universal Design for Xbox ONE PS5 PS4 PC Gamepads, Reduce Clutter, UGDS-01",227,4.5,,999.0,2499.0,https://m.media-amazon.com/images/I/81XsvgWtTAL._AC_UY218_.jpg,215,69%,20%,5%,4%,2%,0
"amiciSmart True MPPT Solar Charge Controller, 98% Efficiency Lithium Battery Regulator with 5V/3A USB Port, Max 520W, 12V/24V (20A)",8,3.8,,4099.0,10000.0,https://m.media-amazon.com/images/I/5119PvolPIL._AC_UY218_.jpg,216,47%,16%,23%,0%,14%,0
Electronic Spices PWM Switch Dimming Brightness Controller for LED Strip Light 12 V to 24v 8 A,127,3.8,50+ bought in past month,247.0,300.0,https://m.media-amazon.com/images/I/61nKf0-fhpL._AC_UY218_.jpg,217,55%,16%,5%,4%,20%,50
"SERVCONTROL Servotech Solar Charge Controller (12V/24V ) , Adjustable Lcd Display, Supports Lead Acid, Lithium-Ion And Iron Phosphate Battery (50A)",12,2.8,,2210.0,4999.0,https://m.media-amazon.com/images/I/610JOZ-tjML._AC_UY218_.jpg,218,25%,18%,13%,0%,44%,0
Zyva Ps5 Dual Controller Stand,10,4.0,50+ bought in past month,399.0,899.0,https://m.media-amazon.com/images/I/61q9558XbML._AC_UY218_.jpg,219,47%,28%,12%,0%,13%,50
Tobo Gaming Controller Joystick gamepad D10S Stretching Cooling Game Controller For SWITCH/Android/Apple IOS Tablet /PS3/PS4 ForXBOX Gamepad Streaming Fan TD-1336GA,0,,,4999.0,6999.0,https://m.media-amazon.com/images/I/51IX6VarCnL._AC_UY218_.jpg,220,null,null,null,null,null,0
PSS PS5 Controller Thumb Grip Cap Non-Slip Rocker Cap Joystick Button Protective Thumb Grips Compatible for PS5 PS4 Xbox Series X Switch Pro Controller Accessories 4PC,140,4.4,200+ bought in past month,299.0,990.0,https://m.media-amazon.com/images/I/61GsWb6t71L._AC_UY218_.jpg,221,63%,24%,8%,2%,3%,200
"GeekShare G.S.TAC Tactical PS5 Controller Skin Set, Anti-Slip Silicone Protective Cover Skin Case for PS5 Wireless Controller with 2 Thumb Grip Caps and 2 Stickers - for Black Myth: Wukong",176,4.5,,1600.0,160000.0,https://m.media-amazon.com/images/I/61ierUaxKGL._AC_UY218_.jpg,222,73%,15%,8%,1%,3%,0
Luminous Solar Charge Controller - 10 Amp 1 Review,248,3.7,50+ bought in past month,499.0,1195.0,https://m.media-amazon.com/images/I/81-DvNituUL._AC_UY218_.jpg,223,42%,26%,11%,6%,15%,50
"Etzin Soft Anti-Slip Silicone Grip Case Protective Shell Cover Skin Compatible with PlayStation 4 Wireless Game Gaming Controller Skin, PS4 Controller Skin. (SkyBlue-&-Black)",4,4.1,,236.0,999.0,https://m.media-amazon.com/images/I/31NeegzTjyL._AC_UY218_.jpg,224,41%,27%,32%,0%,0%,0
"Barydat 2 Pcs Acrylic Dual Controller Holder - Anti-Slip Universal Game Stand Storage for Desk, Most Gaming Accessories Organizer, Black Clear",7,3.6,,1499.0,74950.0,https://m.media-amazon.com/images/I/61cDIsXpPOL._AC_UY218_.jpg,225,58%,0%,15%,0%,27%,0
"NiTHO Dual Charging Dock for PS4, PlayStation 4 Slim and PS4 Pro Controllers, USB-Powered Fast Charging Station, Compatible with DualShock 4 Wireless Controllers, Black",125,4.0,,449.0,1699.0,https://m.media-amazon.com/images/I/610v2O8HjXL._AC_UY218_.jpg,226,57%,13%,17%,4%,9%,0
"Luminous AS03 Plastic Solar Charge Controller (10A, Blue)",1300,3.7,,449.0,224.5,https://m.media-amazon.com/images/I/71ZNx3OAPzL._AC_UY218_.jpg,227,42%,24%,13%,4%,17%,0
Robocraze 3 Channel Multi Servo Tester Consistency Speed Controller Power Channels CCPM,97,3.8,,199.0,499.0,https://m.media-amazon.com/images/I/416Q8p49-fL._AC_UY218_.jpg,228,48%,20%,17%,2%,13%,0
"GeekShare G.S.TAC PS5 Controller Skin Set,20PCS Textured Soft Silicone Controller Grips Stickers,Non-Slip Sweat Resistant Handle Grips for PS5 Controller with Trigger Button Stickers",0,,,1560.0,156000.0,https://m.media-amazon.com/images/I/71yGiMYO0tL._AC_UY218_.jpg,229,null,null,null,null,null,0
"2 Pcs Premium Thumb Grips – Non-Slip Controller Thumb Grips for, Non-Slip Controller Cover with Snug Fit Design Portal-Compatible Joystick Caps Black for Enhanced Gaming Precision",0,,,399.0,798.0,https://m.media-amazon.com/images/I/51IxzuCm0-L._AC_UY218_.jpg,230,null,null,null,null,null,0
"OIVO PS5 Charging Station, 2H Fast PS5 Controller Charger for Playstation 5 Dualsense Controller, Upgrade PS5 Charging Dock with 2 Types of Cable, PS5 Charger for Dual PS5 Controller",16016,4.4,,1976.0,2499.0,https://m.media-amazon.com/images/I/61N9rvxQk0S._AC_UY218_.jpg,231,69%,19%,6%,1%,5%,0
"PSS® PS5 Controller Cover Case, Anti-Slip Silicone Cover Skin Compatible with PS5 Controller with 2 Thumb Grip Caps, Joystick Protectors and Touchpad Sticker - 30th Anniversary Limited Edition",2,4.0,,749.0,1499.0,https://m.media-amazon.com/images/I/7106x6sNP7L._AC_UY218_.jpg,232,51%,0%,49%,0%,0%,0
CareFlection Silicone Protective Joysticks Thumb grip Cover for Play Station Ps3 Ps2 PS1 Ps4 PS5 Xbox One S/X 360 Series S/X Elite Controller Game Pad design Rocker Button Key Anti-Slip (Capt America),141,3.9,,199.0,999.0,https://m.media-amazon.com/images/I/61WPU9uU1tL._AC_UY218_.jpg,233,54%,19%,5%,6%,16%,0
GET IN THE GAME PS4 and PS5 Controller THUMBGRIPS Antic Pattern (Battle Royal),1,5.0,,949.0,1299.0,https://m.media-amazon.com/images/I/71r8P5AbioL._AC_UY218_.jpg,234,100%,0%,0%,0%,0%,0
GET IN THE GAME PS4 and PS5 Controller THUMBGRIPS Antic Pattern (Vortex),1,5.0,,949.0,1299.0,https://m.media-amazon.com/images/I/41vqGwC3eyL._AC_UY218_.jpg,235,100%,0%,0%,0%,0%,0
"Zulaxy Anti Vibration Pads for Washing Machine with Suction Cup for Washing Machines Fridge Dryer Levelling Feet Anti-Walk, Anti-Skid,Anti-Vibration and Noise Cancellation (4 Pack)",0,3.9,,229.0,57.25,,236,null,null,null,null,null,0
"Brainwavz Dual Game Controller, TV Remote Control & Stationary Storage Desktop Organizer Holder, Universal Design for Xbox ONE PS5 PS4 PC Gamepads, Reduce Clutter (D03)",61,4.2,,1499.0,3499.0,https://m.media-amazon.com/images/I/71U-xecB0lL._AC_UY218_.jpg,237,62%,20%,7%,5%,6%,0
TMG Printing Camouflage Fancy Theme Silicone Protective Skin Case Cover for PS4 Controller High Quality Anti Slip Cover with 2 PC with Matching Thumb Grips,1,4.0,,399.0,999.0,https://m.media-amazon.com/images/I/918waPzOePL._AC_UY218_.jpg,238,0%,100%,0%,0%,0%,0
CareFlection Silicone Protective Joysticks Thumb grip Cover for Play Station Ps3 Ps2 PS1 Ps4 PS5 Xbox One S/X 360 Series S/X Elite Controller Game Pad design Rocker Button Key Anti-Slip (Capt America),141,3.9,,199.0,999.0,https://m.media-amazon.com/images/I/61WPU9uU1tL._AC_UY218_.jpg,239,54%,19%,5%,6%,16%,0
New World PS5 Controller Silicone Cover Case Anti Slip Ultra Grip Protective Case Sleeve for Sony Playstation 5 DualSense Controller With Thumbgrips free - Black,96,4.1,,370.0,599.0,https://m.media-amazon.com/images/I/51CMcZw9-vL._AC_UY218_.jpg,240,56%,20%,14%,2%,8%,0
"New World PS5 Analog Stick, 3D Analog Joystick Replacement for PS5 Wireless Controller, 3D PS5 Joysticks Replacement For Playstation 5 PS5 Controller",19,3.7,,355.0,499.0,https://m.media-amazon.com/images/I/71Z8ZFtTCqL._AC_UY218_.jpg,241,42%,23%,20%,0%,15%,0
ApTechDeals W1209 50~100 digital temperature controller thermostat,863,3.8,100+ bought in past month,175.0,699.0,https://m.media-amazon.com/images/I/51ujxW0Rr8L._AC_UY218_.jpg,242,49%,22%,10%,3%,16%,100
"Dobe New World Ps4 Controller Charging Dock With Cable (Black), USB",325,4.2,,1349.0,1999.0,https://m.media-amazon.com/images/I/71x4170Ft6L._AC_UY218_.jpg,243,62%,18%,11%,1%,8%,0
OIVO INDIA Black Dotted Design Cover for PS5 Game Controller Remote Sleeves with Black ThumbGrip Set Compatible with Sony PlayStation 5 Remote (Combo),5,3.3,50+ bought in past month,349.0,999.0,https://m.media-amazon.com/images/I/51l0xXFnO-L._AC_UY218_.jpg,244,36%,22%,0%,21%,21%,50
New World PS5 Controller Silicone Cover Case For PS5 Controller Skin Anti Slip Protective Case Sleeve for Playstation 5 DualSense Controller with Thumbgrips free for Game Consoles,121,4.3,50+ bought in past month,508.0,599.0,https://m.media-amazon.com/images/I/71662ZEYhjL._AC_UY218_.jpg,245,68%,12%,12%,2%,6%,50
New World USB Charging cable for PS4 Controller Charging Data Cable Cord USB Cable For PS4 Playstation 4 Controller,251,4.2,,310.0,499.0,https://m.media-amazon.com/images/I/61WZKlZPoWL._AC_UY218_.jpg,246,59%,19%,14%,5%,3%,0
TMG Printing Camouflage Fancy Theme Silicone Protective Skin Case Cover for PS4 Controller Anti Slip Cover with 2 PC with Matching Thumb ..,0,,,399.0,999.0,https://m.media-amazon.com/images/I/81lQ4lVjIjL._AC_UY218_.jpg,247,null,null,null,null,null,0
"Etzin Silicone Grips Cap Thumb Stick Joystick Grips Compatible with PS4, PS3, Xbox 360, Xbox One Controller.[2 Pair / 4 Pcs] (White&Blue)",31,3.8,,189.0,999.0,https://m.media-amazon.com/images/I/41NU6yPKQ+L._AC_UY218_.jpg,248,56%,9%,11%,13%,11%,0
Electronic Spices PWM DC Motor Speed Controller 12V-40V 10A Module,59,3.7,50+ bought in past month,299.0,529.0,https://m.media-amazon.com/images/I/81HXg48jjfL._AC_UY218_.jpg,249,43%,24%,9%,8%,16%,50
New PS2 to PS3 / PC controller converter cable cord USB adapter for PS3 PC,407,3.8,,329.0,499.0,https://m.media-amazon.com/images/I/51mJOZaTrYL._AC_UY218_.jpg,250,54%,14%,10%,7%,15%,0
Razer Quick Charging Stand for Play Station 5 DualSense Wireless Controller - White - RC21-01900100-R3M1,834,4.6,,5250.0,6999.0,https://m.media-amazon.com/images/I/71FYEX4EyeL._AC_UY218_.jpg,251,80%,10%,4%,2%,4%,0
"Dual Charging dock for ps4 Playstation 4 controller, ps4 controller charging stand",182,4.0,,360.0,599.0,https://m.media-amazon.com/images/I/41dRvMssjmL._AC_UY218_.jpg,252,52%,20%,8%,14%,6%,0
"Gooyo DB2060 Rechargeable 360° Rotating & Rolling Small Stunt Car Toy with USB Cable & Remote Controller | Red Color, Power Source: Lithium Battery in Car (Included)",1253,3.6,2K+ bought in past month,389.0,799.0,https://m.media-amazon.com/images/I/61GEMvbzgFL._AC_UY218_.jpg,253,47%,19%,8%,4%,22%,2000
"GAMENOPHOBIA PS3 Controller Charging Cable, 5.4ft USB to Mini USB Charger Cable for PlayStation PS3/PS3 Slim Controller - Black",39,4.2,,299.0,499.0,https://m.media-amazon.com/images/I/41d1VWJ6y3L._AC_UY218_.jpg,254,61%,19%,11%,0%,9%,0
Selec Cooling Controller with 3 Digit Display - CH403-1-NTC,18,4.1,,1239.0,1590.0,https://m.media-amazon.com/images/I/517F2dsQ9aL._AC_UY218_.jpg,255,58%,15%,12%,8%,7%,0
xcluma 4000W 220V Ac Scr Voltage Regulator Dimmer Electric Motor Speed Controller,902,3.8,50+ bought in past month,521.0,899.0,https://m.media-amazon.com/images/I/71PXFvgODBL._AC_UY218_.jpg,256,44%,23%,13%,7%,13%,50
HUCI Air Conditioner Remote Compatible for Samsung Split/Window AC Remote Controller (Please Match The Image with Your Old Remote) (Pack of 1),0,,,220.0,599.0,https://m.media-amazon.com/images/I/31glJowxivL._AC_UY218_.jpg,257,null,null,null,null,null,0
AutoBros Alloy Rim Cleaner & Iron Remover (1Ltr) | Changes Color as it Cleans | Removes Iron Contaminants | Acid-Free Formulation | Safe for All Car Alloys & Wheels | Restores Shine,0,4.0,,790.0,1000.0,,258,null,null,null,null,null,0
"OIVO INDIA Travel Case Compatible with Xbox Series S - Hard Shell Series S Carrying Case with Protective Foam Compartments for Console, Controller, HDMI Cable (Xbox Series S, Black)",11,4.1,,1749.0,1999.0,https://m.media-amazon.com/images/I/61cocZUWUwL._AC_UY218_.jpg,259,null,null,null,null,null,0
"EvoFox One S Universal 3-Mode Wireless Gaming Controller – HallSense™ Precision Joysticks, Bluetooth 5.0, 2.4GHz & Wired Connectivity, Macro & Precision Buttons, Fast Type-C Charging & Dual Vibration, for PC, Mobile, Android TV, PS4 & Console Gaming.",1075,4.1,400+ bought in past month,1599.0,2299.0,https://m.media-amazon.com/images/I/61ZMQy4ln1L._AC_UY218_.jpg,260,null,null,null,null,null,400
"TP-Link USB Bluetooth Adapter for PC, 5.3 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers.",139614,4.2,2K+ bought in past month,599.0,899.0,https://m.media-amazon.com/images/I/51XzimFS-pL._AC_UY218_.jpg,261,null,null,null,null,null,2000
"NiTHO Controller Cover Case for Xbox Series X/S, Anti-Slip Soft Silicone Protective Skin for Xbox Series X/S Controller with Thumb Grip Caps and Analog Mini-Stick Precision Rings - Camo",201,3.8,,349.0,1699.0,https://m.media-amazon.com/images/I/619RMtwOWnL._AC_UY218_.jpg,262,null,null,null,null,null,0
Selec Cooling Controller with 3 Digit Display - CH403-1-NTC,18,4.1,,1239.0,1590.0,https://m.media-amazon.com/images/I/517F2dsQ9aL._AC_UY218_.jpg,263,null,null,null,null,null,0
xcluma 4000W 220V Ac Scr Voltage Regulator Dimmer Electric Motor Speed Controller,902,3.8,50+ bought in past month,521.0,899.0,https://m.media-amazon.com/images/I/71PXFvgODBL._AC_UY218_.jpg,264,null,null,null,null,null,50
HIGHTEK LUMINOUS SOLAR CHARGE CONTROLLER 20AMP,3,2.4,,780.0,78000.0,https://m.media-amazon.com/images/I/21EDm2uNZjL._AC_UY218_.jpg,265,null,null,null,null,null,0
"GAMENOPHOBIA Xbox 360 Wireless Controller Replacement Battery Pack Cover Shell - Black | Durable, Secure Fit for All Models",5,3.6,,225.0,599.0,https://m.media-amazon.com/images/I/21PZ4zQLjLL._AC_UY218_.jpg,266,null,null,null,null,null,0
"Gic Liquid level Controller 4421AD1 , 240 VAC",127,4.0,,1085.0,1999.0,https://m.media-amazon.com/images/I/51aqGITMqhL._AC_UY218_.jpg,267,null,null,null,null,null,0
Luminous 10amp Solar Charge Controller (Multicolour),15,4.0,,510.0,1195.0,https://m.media-amazon.com/images/I/41UljfkD1sL._AC_UY218_.jpg,268,null,null,null,null,null,0
"EvoFox Elite X Wired Gaming Controller for PC with 2 Programmable Macro Back Buttons, Adjustable Dual Vibration Motors,Turbo Mode,Analog Triggers, High Precision joysticks,Low Latency Plug and Play,Translucent Shell Controller for pc",2607,4.0,1K+ bought in past month,1099.0,1899.0,https://m.media-amazon.com/images/I/61SLwruzA-L._AC_UY218_.jpg,269,null,null,null,null,null,1000
"EvoFox Elite Ops Wired Gaming Controller for PC, Android TV and PS3 with 2.4m Long Cable | Dual Vibration Rumble Motors | Zero Lag Connectivity with Plug and Play functionality |2.4m Long Cable, X-Input & D-Input | Black",99,4.0,200+ bought in past month,929.0,1499.0,https://m.media-amazon.com/images/I/61VopX4s6qL._AC_UY218_.jpg,270,null,null,null,null,null,200
GAMENOPHOBIA® 2 Pack Xbox 360 Wireless Controller Replacement Battery Pack Cover Shell (Black),21,3.9,,327.0,163.5,https://m.media-amazon.com/images/I/61HqmnrhiVS._AC_UY218_.jpg,271,null,null,null,null,null,0
"Gadget Gear Wall Mount for PS5 / PS4 Controller (DualShock 4 / DualSense), Custom Design,Screw-Free Application（2Pcs）",227,4.3,,499.0,899.0,https://m.media-amazon.com/images/I/51KhzI9rtnL._AC_UY218_.jpg,272,null,null,null,null,null,0
New World Anti Slip Skull Design PS4 Controller Sleeve Cover Protective Silicone Cover Case (Black),6,4.7,,279.0,499.0,https://m.media-amazon.com/images/I/611dinRlnTL._AC_UY218_.jpg,273,null,null,null,null,null,0
Selec TC 303 A Digital Temperature Controller,120,4.1,,1347.0,2210.0,https://m.media-amazon.com/images/I/81P2IeRiSuL._AC_UY218_.jpg,274,null,null,null,null,null,0
