Title,Number of Reviews,Rating,Bought Last Month,Price After Discount,MRP,Image URL,Product ID,5 Star Percentage,4 Star Percentage,3 Star Percentage,2 Star Percentage,1 Star Percentage,Bought Last Month (Numeric)
Razer Kishi V2 Mobile Gaming Controller for Android: Console Quality Gaming Controls - RZ06-04180100-R3M1,602,4.1,,11499.0,18999.0,https://m.media-amazon.com/images/I/61ewiMpLyEL._AC_UY218_.jpg,370,59%,17%,10%,5%,9%,0
"S2S Kulture PS5 Slim Skin Covers Vinyl Stickers Cover Wrap for PS5 Controller Remote Skin (Multicolor/b, 20x15 cm, Anime)",1,5.0,,199.0,999.0,https://m.media-amazon.com/images/I/51vifpmQ5EL._AC_UY218_.jpg,371,100%,0%,0%,0%,0%,0
Mini DC 5A motor PWM speed controller 3-35V speed control switch LED dimmer,10,3.6,,260.0,500.0,https://m.media-amazon.com/images/I/51hfYQaG5+L._AC_UY218_.jpg,372,48%,24%,0%,0%,28%,0
"GameSir Nova Lite Controller for PC, Steam, Switch, iOS and Android devices, Wireless Gaming Gamepad with Hall Effect Joysticks, Turbo Function (Green)",5,4.7,,2804.0,280400.0,https://m.media-amazon.com/images/I/41x53N3ffmL._AC_UY218_.jpg,373,75%,25%,0%,0%,0%,0
"Fancyku® Game Controller Silicone Cover for PS5 Game Controller, Cyberpunk Yellow Protective Cover for Dual Sense Controller, with 2 Thumb Grip Caps & Touchpad Sticker",1,5.0,,879.0,1499.0,https://m.media-amazon.com/images/I/61EwqH6Ck6L._AC_UY218_.jpg,374,100%,0%,0%,0%,0%,0
GeekShare Protective Case Slim Cover Case Compatible with Switch OLED and Game Console - Shock-Absorption and Anti-Scratch Skin Case for OLED Switch - Bunny Garden,207,4.5,,2190.0,3285.0,https://m.media-amazon.com/images/I/81y6cy-wPlL._AC_UY218_.jpg,375,79%,10%,5%,1%,5%,0
Electronic Spices Mini LCD Digital Thermometer Hygrometer Temperature Indoor Convenient Humidity Sensor Instruments Cable for DIY W1209 12V DC Digital Temperature Controller Board Thermostat,18,3.1,,429.0,61.29,https://m.media-amazon.com/images/I/516zX8cB8nL._AC_UY218_.jpg,376,23%,14%,36%,6%,21%,0
"New World Replacement Analog Joystick Cap for Xbox One, Xbox ONE S Slim, Xbox ONE X Controller Remote 2Pcs",355,4.0,,249.0,124.5,https://m.media-amazon.com/images/I/31r8n5S6FJL._AC_UY218_.jpg,377,51%,22%,14%,4%,9%,0
"NEXSA USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",18,3.6,,329.0,999.0,https://m.media-amazon.com/images/I/516zpBMnlyL._AC_UY218_.jpg,378,null,null,null,null,null,0
Tobo D9 Wireless Mobile Phone Game Controller for Nintendo Switch;PlayStation;Xbox One;Xbox;iOS,1,2.0,,5999.0,8999.0,https://m.media-amazon.com/images/I/61Mt8-pCAbL._AC_UY218_.jpg,379,null,null,null,null,null,0
Razer PWM PC Fan Controller: Connects Up to 8 Fans I Supports 4-pin X 8 PWM headers I Custom Fan Curve Profiles I Convenient Fan Monitoring I Thin Profile I Black-RZ34-02140700-R3M1,185,4.2,,3490.0,8799.0,https://m.media-amazon.com/images/I/41lxI4YPXWL._AC_UY218_.jpg,380,null,null,null,null,null,0
"Yantralay P S5 Controller Cover Case – 30th Anniversary Limited Edition Protective Silicone Skin for PlayStatio 5 Controller, Anti-Slip, Sweat-Resistant with 2 Thumb Grip Caps & Touchpad Stickers",0,,,759.0,1599.0,https://m.media-amazon.com/images/I/71y8ul+rk+L._AC_UY218_.jpg,381,null,null,null,null,null,0
"Tobo Wireless Mobile Gaming Controller iPhone/iOS/Android/PC/Steam Deck Gamepad with Phone Holder, Turbo, Joystick for iPhone 15/14/13/iPad/Android/Samsung/Tablet, Call of Duty, Direct Play TD-1284GA",1,1.0,,1799.0,3999.0,https://m.media-amazon.com/images/I/71lzaGNq44L._AC_UY218_.jpg,382,0%,0%,0%,0%,100%,0
(Refurbished) Cosmic Byte ARES Wired Controller for PC (Black),14,3.5,,768.0,1099.0,https://m.media-amazon.com/images/I/518T5womMxL._AC_UY218_.jpg,383,48%,20%,0%,0%,32%,0
"PowerA Ultra High Speed Hdmi 2.1 Cable For Playstation 5, Ps5, Compatible With Dualsense Controllers, 4K 120 Hz, 8K 60 Hz, 3 Metres (Officially Licensed), Black",2122,4.8,,1999.0,3999.0,https://m.media-amazon.com/images/I/61y1IGnzX1L._AC_UY218_.jpg,384,null,null,null,null,null,0
GeekShare Controller Skin Grips Set for Xbox Silicone Protective Cover Skin Case Compatible with Xbox Series X Controller with 2 Thumb Grip Caps and 2 Stickers - Star Wings Series (Purple),41,4.8,,1560.0,2340.0,https://m.media-amazon.com/images/I/61aZM1igDRL._AC_UY218_.jpg,385,null,null,null,null,null,0
"RIVERSOFT SF-15 PRO shower and tap filter for hard water with 15 stage | Water Softener for Bathroom | Hard Water Filter (Chrome, Pack of 1)",0,3.9,,1457.0,4999.0,,386,null,null,null,null,null,0
"OIVO INDIA Multcolor Universal Travel EVA Game Controller Carrying Case Gaming Accessory Box (Compatible for Xbox One, Xbox, Xbox 360, PS3, PS4, PS5 PS2)",177,4.7,200+ bought in past month,549.0,999.0,https://m.media-amazon.com/images/I/61Q0KHFcqVL._AC_UY218_.jpg,387,81%,15%,4%,0%,0%,200
OIVO INDIA Black & White Controller Silicone Cover Case PS5 Controller Skin Anti Slip Protective Case Sleeve Compatible for Sony Playstation5 Controller (Combo of 2),48,4.0,,499.0,999.0,https://m.media-amazon.com/images/I/61n3mB2wgCL._AC_UY218_.jpg,388,53%,20%,13%,10%,4%,0
"NiTHO Charging Station for PS5 and PS5 Edge Controllers, Compatible with PlayStation 5, USB-Powered Dual Charger Dock with LED Status Indicators, Charge 2 Controllers Simultaneously",66,3.0,,679.0,1699.0,https://m.media-amazon.com/images/I/61oDaaqqkSL._AC_UY218_.jpg,389,null,null,null,null,null,0
Electronic Spices 12V Mini 3 Keys Single RGB Color Led Controller Brightness Dimmer for Dc12-24V Led 3528 5050 Strip Light RGB,53,3.6,,149.0,200.0,https://m.media-amazon.com/images/I/51X+rRC6j7L._AC_UY218_.jpg,390,null,null,null,null,null,0
OIVO INDIA White Cover Compatible with PS5 Game Controller Remote Sleeves with Black ThumbGrip Set,5,4.3,,479.0,999.0,https://m.media-amazon.com/images/I/51RbV4xY+BL._AC_UY218_.jpg,391,null,null,null,null,null,0
xcluma Brushless Motor Intelligent dual mode 36V 48V 800W Controller for Electric Vehicle bike scooter e rickshaw,19,2.9,,2499.0,3999.0,https://m.media-amazon.com/images/I/71H4DiMgVHL._AC_UY218_.jpg,392,32%,11%,12%,9%,36%,0
"Zuvou Game Controller Stand, Universal Desktop Holder for Xbox, PlayStation, PC Gaming Controllers, White",0,,,399.0,650.0,https://m.media-amazon.com/images/I/41bzj0ebCZL._AC_UY218_.jpg,393,null,null,null,null,null,0
"Bee Smart Fully Automatic Water Level Controller Auto on, Auto off, 0-2 HP, 30 A ,Relay ,Model BEEWLC-4 For Mono block & Sump Pumps.",84,3.2,,555.0,648.0,https://m.media-amazon.com/images/I/71hbtKjpMAL._AC_UY218_.jpg,394,33%,20%,10%,11%,26%,0
"Careflection VR Controller Grips Cover for Meta Quest 3 Accessories, Silicone Controller Protector for Oculus Quest3 Controllers Grips, Soft Grips Skin with Adjustable Strap (White)",7,4.4,,689.0,344.5,https://m.media-amazon.com/images/I/61dptYUn0WL._AC_UY218_.jpg,395,63%,18%,19%,0%,0%,0
"Blackt Electrotech (BT42GA) Automatic Digital Garden Water Timer - Programmable, Waterproof Irrigation Controller with LCD Display for Lawns and Pools",7,4.8,,2249.0,224900.0,https://m.media-amazon.com/images/I/61FjEnZAr+L._AC_UY218_.jpg,396,79%,21%,0%,0%,0%,0
GET IN THE GAME Call of Duty: Vanguard Performance Thumbsticks for PS4 & PS5 Controllers | 2 High-Rise Hybrid Analog Stick Grips | Enhanced Accuracy & Control | Red/Black,0,,,899.0,449.5,https://m.media-amazon.com/images/I/719mV-ZvMeL._AC_UY218_.jpg,397,null,null,null,null,null,0
OIVO INDIA Dual Controller Remote Hard Carry Cover Compatible for PS5/PS4/XBOX Water-Resistant Travel Carry Case,12,4.9,50+ bought in past month,899.0,1999.0,https://m.media-amazon.com/images/I/61ZwJnUbgEL._AC_UY218_.jpg,398,91%,9%,0%,0%,0%,50
"Dual Controller Stand – Universal Gamepad Holder Compatible with Xbox, PlayStation, Switch, PC & More – Space-Saving, Non-Slip Display Dock for All Gaming Controllers",0,,,349.0,599.0,https://m.media-amazon.com/images/I/51sP+s5gVQL._AC_UY218_.jpg,399,null,null,null,null,null,0
TCOS TECH 12 Pin Power Switch Ribbon Flex Cable for Sony PS4 Playstation 4 Controller - 1 Piece,206,4.1,,235.0,499.0,https://m.media-amazon.com/images/I/41TFbIrJpML._AC_UY218_.jpg,400,null,null,null,null,null,0
"Dr Trust USA Orthopedic Electric Heating Pad for Period Pain Relief I Heat Belt For Period Cramps, Lower Back Pain, Lumbar, Shoulder & Knee, 3 Heat Settings with Temperature Controller-368",264,3.8,100+ bought in past month,799.0,999.0,https://m.media-amazon.com/images/I/81P56OASgcL._AC_UY218_.jpg,401,null,null,null,null,null,100
New world LB RB Button With Front Bumper Suitable For Xbox Series X S Controller Replacement Bumpers Trigger LB RB Buttons for Xbox Series X and S model Controller,44,4.0,,325.0,499.0,https://m.media-amazon.com/images/I/51OaNUnwltL._AC_UY218_.jpg,402,null,null,null,null,null,0
"New World For PS5 Controller Grips Thumb Grips Thumb Stick Grips Caps cover for PS5,PS4,Xbox series X and S,Xbox one Controller 4 pc -Spider-man",39,4.2,,484.0,599.0,https://m.media-amazon.com/images/I/71sgMxK8iIL._AC_UY218_.jpg,403,62%,13%,14%,5%,6%,0
Amazon Basics Flameless LED Candles with Remote Controller & Timer | Golden Acrylic Fiber Glass | Set of 3 | (Golden),2223,4.1,300+ bought in past month,929.0,309.67,https://m.media-amazon.com/images/I/61+E2IwH01L._AC_UY218_.jpg,404,60%,17%,9%,3%,11%,300
"Microsoft Xbox Wireless Controller - Nocturnal Vapor Special Edition for Gaming Console, Laptop, Desktop, Smartphone, Tablet",5,5.0,,6679.0,667900.0,https://m.media-amazon.com/images/I/51MP-DdklTL._AC_UY218_.jpg,405,100%,0%,0%,0%,0%,0
"Inkbird PID Temperature Controller Kit, High Voltage 100ACV to 240ACV, Comes with SSR 40DA Solid State Relay, K Type Thermocouple, and White Heat Sink",528,4.4,,2672.0,5010.0,https://m.media-amazon.com/images/I/61n67cfLhwL._AC_UY218_.jpg,406,74%,12%,6%,3%,5%,0
FLOMBIFY PS5 Controller Skin Anti-Slip Thicken Silicone Protective Cover Case Grip for Sony PlayStation 5 Dualsense Controller (Red Blue),0,,,383.0,999.0,https://m.media-amazon.com/images/I/710wGn7BLtL._AC_UY218_.jpg,407,null,null,null,null,null,0
"ZORBES® PS5 Controller Cover Case, Anti-Slip Sweat Proof Silicone Cover Skin PS5 Controller Skin Cover for PS5 Dual Sense Controller with Thumb Grip Caps, Joystick Protectors and Cover Wrap Sticker",153,4.4,50+ bought in past month,989.0,1499.0,https://m.media-amazon.com/images/I/616ba5pTniL._AC_UY218_.jpg,408,67%,24%,4%,1%,4%,50
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",0,3.8,,398.0,999.0,,409,55%,13%,10%,6%,16%,0
"GameSir G7 Wired Controller for Xbox Series X|S, Xbox One, Windows 10/11 Black - with Interchangeable White Faceplate No Delay 3.5mm Studio Jack 4 Vibration Motors",11590,4.3,,4599.0,459900.0,https://m.media-amazon.com/images/I/51ouJtYeZsL._AC_UY218_.jpg,410,71%,13%,5%,3%,8%,0
"GameSir Cyclone 2 Pro Wireless Controller for Switch, Windows PC, Steam, Android, iOS, PC Game Controller with Mag-Res™ TMR Sticks, Hall Effect Triggers, RGB Lightning, 6-Axis Gyro, Turbo(Black)",149,4.0,,4971.0,19999.0,https://m.media-amazon.com/images/I/51hMiNguIIL._AC_UY218_.jpg,411,60%,14%,7%,7%,12%,0
"Microsoft Xbox Wireless Controller - Nocturnal Vapor Special Edition for Gaming Console, Laptop, Desktop, Smartphone, Tablet",5,5.0,,6679.0,667900.0,https://m.media-amazon.com/images/I/51MP-DdklTL._AC_UY218_.jpg,412,100%,0%,0%,0%,0%,0
"GameSir G7 SE Wired Controller for Xbox Series X|S, Xbox One & Windows 10/11, Plug and Play Gaming Gamepad with Hall Effect Joysticks/Hall Trigger, 3.5mm Audio Jack",11590,4.3,50+ bought in past month,4499.0,9999.0,https://m.media-amazon.com/images/I/51iXILIT27L._AC_UY218_.jpg,413,71%,13%,5%,3%,8%,50
Robocraze 220V 10A Digital Display Temperature Controller | XH-W3001 LED Temperature Controller with Thermostat Control Switch Probe,73,3.7,,411.0,1199.0,https://m.media-amazon.com/images/I/61H4EXgL2oL._AC_UY218_.jpg,414,42%,26%,11%,9%,12%,0
GAMENOPHOBIA Replacement Conductive Rubber Pad Silicone Button Pads for Sony PS4 DualShock 4 Controllers - JMD/JDS 030 / JDS 040 2nd/3rd Gen V2,1,3.0,,237.0,499.0,https://m.media-amazon.com/images/I/51gTw1P0cNL._AC_UY218_.jpg,415,0%,0%,100%,0%,0%,0
"Verilux® PS5 Controller Cover Case, Anti-Slip Sweat Proof Silicone Cover Skin PS5 Controller Skin Cover for PS5 Dual Sense Controller with Thumb Grip Caps, Joystick Protectors and Cover Wrap Sticker",8,4.1,,1034.0,1499.0,https://m.media-amazon.com/images/I/616ba5pTniL._AC_UY218_.jpg,416,null,null,null,null,null,0
OIVO INDIA Black Controller Silicone Cover Case PS5 Controller Skin Anti Slip Protective Case Sleeve Compatible with Sony PS5 Controller Remote,3,4.6,,299.0,499.0,https://m.media-amazon.com/images/I/61udSENdKmL._AC_UY218_.jpg,417,62%,38%,0%,0%,0%,0
Razer Kishi V2 Mobile Gaming Controller for Android: Console Quality Gaming Controls - RZ06-04180100-R3M1,602,4.1,,11499.0,18999.0,https://m.media-amazon.com/images/I/61ewiMpLyEL._AC_UY218_.jpg,418,59%,17%,10%,5%,9%,0
"Azoth Xbox Wireless Controller Stand, Premium Gaming Controller Dock, Universal Display Holder (Black)",0,,,379.0,699.0,https://m.media-amazon.com/images/I/61DWyPCTIYL._AC_UY218_.jpg,419,null,null,null,null,null,0
OIVO INDIA Black Dotted Design Cover Compatible with PS5 Game Controller Remote Sleeves with Black ThumbGrip Set,19,3.9,,389.0,999.0,https://m.media-amazon.com/images/I/61eXs8ZpbWL._AC_UY218_.jpg,420,46%,26%,10%,11%,7%,0
OIVO INDIA Black & White Controller Silicone Case PS5 Controller Skin Anti Slip Protective Sleeve Compatible with Sony Playstation5 Controller (Black and White Combo),48,4.0,,699.0,999.0,https://m.media-amazon.com/images/I/51byeWPUICL._AC_UY218_.jpg,421,53%,20%,13%,10%,4%,0
Mini DC 5A motor PWM speed controller 3-35V speed control switch LED dimmer,10,3.6,,260.0,500.0,https://m.media-amazon.com/images/I/51hfYQaG5+L._AC_UY218_.jpg,422,48%,24%,0%,0%,28%,0
New World PS4 controller Button set L1 L2 + R1 R2 Trigger Button Replacement Part For PS4 3.0 Controller JDS/JDM 030,3,4.8,,228.0,499.0,https://m.media-amazon.com/images/I/41CdU+dZz8L._AC_UY218_.jpg,423,78%,22%,0%,0%,0%,0
Razer Quick Charging Stand for Play Station 5 DualSense Wireless Controller - Black - RC21-01900200-R3M1,834,4.6,,4731.0,6999.0,https://m.media-amazon.com/images/I/61mn8iATm+L._AC_UY218_.jpg,424,80%,10%,4%,2%,4%,0
"OIVO INDIA 8Pcs Black Silicone FPS Thumb Grip Set (Compatible with PS5,PS4,Nintendo Switch Pro)",46,3.8,100+ bought in past month,189.0,499.0,https://m.media-amazon.com/images/I/512kbmqEb7L._AC_UY218_.jpg,425,47%,26%,8%,4%,15%,100
Electronic Spices Mini LCD Digital Thermometer Hygrometer Temperature Indoor Convenient Humidity Sensor Instruments Cable for DIY W1209 12V DC Digital Temperature Controller Board Thermostat,18,3.1,,429.0,61.29,https://m.media-amazon.com/images/I/516zX8cB8nL._AC_UY218_.jpg,426,23%,14%,36%,6%,21%,0
"Brainwavz The Colossus - Gamepad Controller & Headphone Hanger Holder - Designed for Xbox ONE, PS4, PS3, Dualshock, Switch, PC, Steelseries, Steam & More, Black",2729,4.5,,899.0,1999.0,https://m.media-amazon.com/images/I/81j2pguosOL._AC_UY218_.jpg,427,73%,17%,4%,2%,4%,0
"NEXSA USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",18,3.6,,329.0,999.0,https://m.media-amazon.com/images/I/516zpBMnlyL._AC_UY218_.jpg,428,41%,19%,9%,19%,12%,0
"TCOS TECH Replacement Joystick Analog Caps for PS5 Controller, Thumbsticks Cover Thumb Grip Stick - 2 Piece Black",15,3.2,,249.0,999.0,https://m.media-amazon.com/images/I/411MYLeK-SL._AC_UY218_.jpg,429,28%,15%,19%,25%,13%,0
OIVO INDIA White Cover Compatible with PS5 Game Controller Remote Sleeves with Black ThumbGrip Set,5,4.3,,479.0,999.0,https://m.media-amazon.com/images/I/51RbV4xY+BL._AC_UY218_.jpg,430,28%,72%,0%,0%,0%,0
"ZORBES® PS5 Controller Cover Case, Anti-Slip Sweat Proof Silicone Cover Skin PS5 Controller Skin Cover for PS5 Dual Sense Controller with Thumb Grip Caps, Joystick Protectors and Cover Wrap Sticker",153,4.4,100+ bought in past month,988.0,1499.0,https://m.media-amazon.com/images/I/61OUOe4fIkL._AC_UY218_.jpg,431,67%,24%,4%,1%,4%,100
"Kidology Light Table Tennis Self Training Indoor Gaming 2 Racket & 4 Practice Ping Pong Ball Parent Child Interaction Toys for Kids Fun Party Game Sports Toy, Multicolor",0,3.8,,398.0,999.0,,432,55%,13%,10%,6%,16%,0
